rumænsk-organisere,0,
forbryderisk,-1,
ikke-eksisterende,0,
klarere|klar,0,
centralistisk,0,
selvskabt,0,
dyster,0,
rød|rødt,0,
offensiv,0,
fatal,-1,
klimapolitisk,0,
dansk-støtte,0,
sydøstasiatisk,0,
miljømæssig,0,
uendelig,0,
trist,-1,
ægte,0,
vild,0,
grundlovsstridig,-1,
velkvalificeret,1,
uafklaret,0,
skabagtig,-1,
forudsigelig,0,
velvillig,0,
tænkelig,0,
veloplyst,1,
regelmæssig,0,
ligelønsret,0,
ligelønsspørgsmål,0,
forbilledlig,1,
realistisk,1,
indflydelsesrig,0,
spinkel,0,
repræsentativ,0,
fradragsberettiget,0,
it-politisk,0,
uskyldig,0,
,,
uanvendelig,-1,
v-ønske,0,
elitær,-1,
verdenskendt,1,
taktisk-politisk,0,
tv-glimt,0,
intetsigende,-1,
ukritisk,-1,
flittig,1,
materiel,0,
forretningsmæssig,0,
maritim,0,
nydelig,1,
puritansk,-1,
bundsolid,1,
påholdende,0,
rig,0,
tung|tunge,0,
kongelig,0,
ufortjent,-1,
berygtet,-1,
opportunistisk,-1,
underdanig,-1,
arkitektonisk,0,
hensynsløs,-1,
arrogant,-1,
tak!«karakteristisk,0,
fuldende,0,
berømt,0,
ufuldendt,0,
tværgående,0,
fordelagtig,1,
højadelig,0,
næstøverst,0,
egenrådig,0,
respektindgydende,1,
enøjet,0,
anmassende,-1,
horisontal,0,
vertikal,0,
fantasiløs,-1,
rettidig,1,
givtig,1,
lemfældig,-1,
multinational,0,
rå,0,
kompetent,1,
salig,0,
favorabel,1,
vellykket,1,
britisk-fransk,0,
rationel,1,
beliggende|beligge,0,
militant,0,
samtidig,0,
hæderkronet,1,
lindø,0,
kapitalstærk,1,
risikabel,-1,
kriseramt,-1,
ærværdig,1,
hollandsk-britisk,0,
indenlandsk,0,
vovet|vove,0,
udpræget,0,
uret,0,
trofast,1,
afdød|afdø,0,
diskret,0,
lovstridig,-1,
nødlidende,0,
ædel,1,
sas-mærsk|sas-mærske,0,
militær,0,
sandsynlig,0,
defensiv,0,
uventet,0,
betone,0,
lauritzen-eje,0,
trecifret,0,
ubestridelig,0,
politisk-taktisk,0,
ordknap,0,
charmere,0,
mislykket,-1,
bifil,0,
ubunden|ubundet,0,
prestigegivende,1,
succesrig,1,
ibsensk,0,
ekstremistisk,-1,
præventiv,0,
intelligent,1,
betale?også,0,
fjendtlig,-1,
energiteknologisk,0,
civil,0,
"lejrledelsen:""på",0,
navnkundig,0,
principiel,0,
udmærket|udmærke,1,
tjekkisk,0,
tilforladelig,1,
udspekuleret,-1,
socialpolitisk,0,
velfærdstank|velfærdstanke,0,
15-årig,0,
"velfærdsstaten:""d",0,
ressourcefattig,-1,
uegnet,-1,
ældgammel,0,
betænkelig,0,
biologisk,0,
uskøn,-1,
beruse|beruset,0,
lune|lun,0,
længerevarende,0,
eu-skeptisk,0,
bagudskuende,0,
nationalromantisk,0,
hvid,0,
enlig,0,
surrealistisk,0,
sluttelig,0,
efterfølge,0,
absurd,-1,
mandsdomineret,0,
seksuel,0,
ikkeeksisterende,0,
minoritetsmiljø,0,
familie-præget|familie-præge,0,
ligeglad,0,
udskælde,-1,
foregå|foregående,0,
tilbundsgående,1,
lind|linde,0,
velforsikret|velforsikre,0,
utvivlsom,0,
forholdsvis,0,
grænseløs,0,
ikke-europæisk,0,
obligatorisk,0,
statskontrolleret,0,
klimakommissær,0,
nå,0,
vaskeægte,0,
nystrøgen|nystrøget,0,
kongeblå,0,
kristian43-årig,0,
vellidt,1,
legendarisk,1,
guttermandpå,0,
velholdt,1,
rund|runde,0,
kontant,0,
nem|nemme|neme,0,
fornemme|fornem,0,
nærig,-1,
køleskabskold,0,
upålidelig,-1,
forskningsbaseret,0,
pålidelig,1,
detaljere|detaljeret,0,
fæl,-1,
tankevækkende,0,
altafgørende,1,
diplomatisk,1,
hæslig,-1,
slibrig,-1,
retfærdig,1,
retlig,0,
nationalegoistisk,0,
tilbageholde|tilbageholdende,0,
oprøre,0,
indisk,0,
miljø,0,
tillidsfuld,1,
befri,0,
nedlade|nedladende,-1,
37-årig,0,
20-årig,0,
ikkeeuropæisk,0,
tiårig,0,
kulturpolitisk,0,
homoseksuel,0,
lesbisk,0,
28-årig,0,
forfærdelig,-1,
ubehagelig,-1,
neutral,0,
lovgivningsmæssig,0,
klimarigtig,1,
blank|blanke,0,
hvid|hvide,0,
gensidig,0,
illoyal,-1,
grundløs,-1,
polsk,0,
indeværende,0,
ressourcesvag,-1,
ensom,-1,
kraftfuld,1,
velfærdsstatspørgsmål,0,
filantropisk,0,
eksplosiv,0,
summarisk,0,
retvisende,0,
sandfærdig,1,
uvis,0,
utopisk,-1,
udførlig,0,
tidskrævende,0,
grotesk,-1,
hul,0,
broget,0,
grums|grumset,-1,
klimavenlig,1,
miljøvenlig,1,
33-årig,0,
forgæves,0,
middelalderlig,0,
uerfaren,-1,
uhumsk,-1,
uoprettelig,-1,
handlekraftig,1,
målrettet|målrette,1,
beskidt,-1,
usandsynlig,0,
vederstyggelig,-1,
selvstyrende,0,
lærerstuderende,0,
tilbøjelig,0,
houkjære,0,
uforudsigelig,0,
uddannelsespolitisk,0,
færdiguddanne,0,
jysk,0,
bløde|blød,0,
forbyde,0,
ubemandet,0,
vital,1,
altovervejende,0,
islamkritisk,0,
ringedepå,0,
modig,1,
endeløs,0,
parallel,0,
værnepligtig,0,
sundhedsfaglig,0,
skrøbelig,-1,
sundhedsmæssig,0,
månedsvis,0,
